['DA', 'dl', ' gal', ' del', ' al'] matches ['albums'] is True
[' lawn', ' garden', ' d', ' lover', '\n'] matches ['receiver', 'tuner', 'radio', 'demodulator', 'transmitter', 'detector', 'receiving', 'set', 'amplifier', 'wireless', 'radio_transmitter', 'receiving_set', 'radio_receiver', 'radio_set'] is False
[' st', ' window', ' p', ' ', ' m'] matches ['harbor', 'seaport', 'dock', 'haven', 'anchorage', 'landing', 'harbour', 'dockage', 'anchorage_ground', 'docking_facility', 'landing_place', 'landing_stage'] is False
[' lawn', ' garden', ' d', '\n', ' lover'] matches ['button', 'dickie', 'collar', 'dickey', 'sleeve', 'buttons', 'dicky', 'pocket', 'shirttail', 'shirtsleeve', 'shirtfront', 'shirt_button'] is False
[' st', ' window', ' p', ' roof', ' '] matches ['movement', 'part'] is False
[' window', ' roof', ' p', ' st', ' '] matches ['step', 'riser', 'landing', 'tread', 'stair', 'stairhead'] is True
[' lawn', ' garden', '\n', ' lover', ' d'] matches ['blade', 'forte', 'hilt', 'peak', 'foible', 'point', 'pommel', 'haft', 'tip', 'knob', 'helve', 'knife_edge', 'cutting_edge'] is False
[' lawn', ' garden', ' d', ' lover', '\n'] matches ['tabletop', 'tableware', 'leg', 'legs'] is False
[' window', ' st', ' roof', ' bell', ' sp'] matches ['spout', 'handle', 'knob', 'lid', 'body', 'belly', 'base', 'filter', 'tea_filter'] is True
[' p', ' st', ' window', ' bell', ' par'] matches ['receiver', 'mouthpiece', 'dial', 'wire', 'screen', 'display', 'telephone_receiver'] is False
[' window', ' st', ' ', ' p', ' bell'] matches ['kilogram', 'mg', 'gm', 'hg', 'grain', 'milligram', 'hundredweight', 'kilo', 'mcg', 'dag', 'carat', 'microgram', 'gramme', 'quintal', 'ng', 'gram', 'dg', 'g', 'kg', 'decigram', 'nanogram', 'myriagram', 'centner', 'metric_grain', 'myg', 'dekagram', 'decagram', 'metric_hundredweight', 'obolus', 'doppelzentner', 'hectogram', 'dkg'] is False
[' st', ' p', ' ', ' m', ' window'] matches ['chest', 'arse', 'shoulder', 'bum', 'midriff', 'groin', 'deltoid', 'diaphragm', 'lat', 'pectoralis', 'behind', 'gluteus', 'middle', 'stomach', 'teres', 'thorax', 'tush', 'ab', 'rump', 'breastbone', 'buns', 'gladiolus', 'haunch', 'backside', 'buttocks', 'serratus', 'pectoral', 'stern', 'navel', 'paunch', 'seat', 'mediastinum', 'ass', 'axilla', 'back', 'belly', 'bottom', 'omphalos', 'fundament', 'acromion', 'derriere', 'hindgut', 'gut', 'gallbladder', 'saddle', 'cheek', 'waist', 'butt', 'bowel', 'keister', 'bellybutton', 'pectus', 'prat', 'loins', 'abdominal', 'rear', 'dorsum', 'posterior', 'venter', 'small', 'abdomen', 'umbilicus', 'armpit', 'waistline', 'sternum', 'scapula', 'glute', 'manubrium', 'fanny', 'side', 'midsection', 'pecs', 'hip', 'buttock', 'intestine', 'breast', 'can', 'tail', 'hindquarters', 'xiphoid_process', 'thoracic_vertebra', 'abdominal_wall', 'musculus_deltoideus', 'abdominal_cavity', 'arteria_circumflexa_scapulae', 'arteria_glutes', 'arteria_axillaris', 'axillary_fossa', 'arteria_colica', 'articulatio_humeri', 'shoulder_joint', 'gall_bladder', 'spare_tire', 'arteria_circumflexa_humeri', 'serratus_muscles', 'axillary_artery', 'gluteus_muscle', 'love_handle', 'latissimus_dorsi', 'pectoral_muscle', 'tooshie', 'abdominal_muscle', 'circumflex_humeral_artery', 'abdominal_aorta', 'vena_thoracica', 'musculus_pectoralis', 'hypochondrium', 'area_of_cardiac_dullness', 'glenoid_cavity', 'rib_cage', 'thoracic_aorta', 'omphalus', 'circumflex_scapular_artery', 'acromial_process', 'shoulder_bone', 'tail_end', 'rear_end', 'gluteal_muscle', 'inguen', 'shoulder_blade', 'rotator_cuff', 'corpus_sternum', 'dorsal_vertebra', 'teres_muscle', 'thoracic_cavity', 'axillary_cavity', 'chest_cavity', 'deltoid_muscle', 'belly_button', 'gluteal_artery', 'thoracic_vein', 'glenoid_fossa', 'nates', 'colic_artery', 'lumbar_vertebra', 'hind_end'] is True
[' window', ' st', ' bell', ' sp', ' p'] matches ['leg', 'stand'] is True
[' window', ' p', ' st', ' roof', ' bell'] matches ['keyboard', 'typewriter', 'carriage', 'tab', 'ribbon', 'shift', 'backspace', 'action', 'key', 'typewriter_carriage', 'backspace_key', 'action_mechanism', 'typewriter_keyboard', 'shift_key', 'space_bar', 'tab_key', 'typewriter_ribbon', 'backspacer'] is False
[' lawn', ' garden', ' lover', '\n', ' d'] matches ['pane', 'sash', 'windowpane', 'window', 'fastener', 'glass', 'frame', 'case', 'windowsill', 'mullion', 'jamb', 'lock', 'casing', 'sash_lock', 'window_glass', 'sash_fastener', 'pane_of_glass', 'window_lock', 'window_sash', 'window_frame'] is False
meronyms - part,50,456,583
[' ', ' m', ' d', ' l', ' a'] matches ['aeroplane', 'plane'] is False
[' t', 'ubb', ' m', ' res', ' cob'] matches ['car', 'automobile', 'motorcar'] is False
[' t', 'ubb', ' m', ' cob', ' res'] matches ['infant', 'babe'] is False
[' ', ' m', ' d', ' l', ' b'] matches ['bike', 'wheel', 'cycle'] is False
[' t', 'ubb', ' m', ' cob', ' res'] matches ['fabric', 'material', 'textile'] is False
[' ', ' d', ' t', ' l', ' m'] matches ['clothing', 'apparel', 'dress'] is False
[' ', ' d', ' m', ' l', ' g'] matches ['baffled', 'befuddled', 'bemused', 'bewildered', 'confounded', 'lost', 'mazed', 'mixed-up'] is False
[' t', 'ubb', ' m', ' cob', ' res'] matches ['accent', 'accentuaion', 'importance', 'stress', 'significance'] is False
[' t', 'ubb', ' m', ' cob', ' res'] matches ['dad', 'daddy'] is False
[' t', 'ubb', ' m', ' cob', ' res'] matches ['blossom', 'bloom'] is False
[' t', 'ubb', ' m', ' cob', ' res'] matches ['aid', 'assist'] is False
[' ', ' d', ' p', ' g', ' t'] matches ['hieroglyphic', 'pictogram'] is False
[' ', ' d', ' m', ' l', ' g'] matches ['uniform', 'unvarying'] is False
[' ', ' d', ' m', ' l', ' real'] matches ['sincere', 'ingenuous', 'true', 'direct', 'truthful'] is False
[' ', ' d', ' m', ' same', ' t'] matches ['same', 'indistinguishable'] is True
[' ', ' m', ' d', ' t', ' a'] matches ['wrong', 'counterfactual', 'erroneous', 'inaccurate', 'specious', 'unsound', 'untrue', 'false'] is False
[' ', ' m', ' d', ' smart', ' g'] matches ['clever', 'smart'] is True
[' ', ' d', ' l', ' g', ' w'] matches ['gem', 'stone'] is False
[' ', ' d', ' l', ' m', ' g'] matches ['madam', 'dame', "ma'am", 'gentlewoman', 'madame', 'woman'] is False
[' ', ' d', ' l', ' t', ' g'] matches ['indolent', 'faineant', 'otiose', 'slothful', 'work-shy'] is False
['ubb', ' t', ' m', ' cob', 'With'] matches ['listing', 'enumeration'] is False
[' ', ' l', ' d', ' m', ' g'] matches ['faithful', 'true', 'dependable', 'devoted', 'reliable'] is False
[' t', 'ubb', ' m', ' cob', ' res'] matches ['marketplace', 'mart', 'bazaar'] is False
[' ', ' d', ' m', ' l', ' one'] matches ['repair', 'fix', 'fixing', 'fixture', 'mending', 'reparation', 'patch', 'darn', 'darning'] is False
[' ', ' d', ' l', ' g', ' t'] matches ['gauze', 'netting', 'veiling', 'hairnet', 'reseau', 'net', 'save-all', 'snood', 'sparker', 'tulle', 'wirework', 'grillwork'] is False
[' ', ' d', ' m', ' g', ' t'] matches ['memorial'] is False
[' t', 'ubb', ' m', ' cob', ' res'] matches ['mom', 'mommy', 'mum'] is False
[' t', 'ubb', ' m', ' cob', ' res'] matches ['modern', 'recent'] is False
[' ', ' m', ' d', ' t', ' l'] matches ['outdated', 'out-of-date', 'superannuated'] is False
[' t', 'ubb', ' m', ' res', ' cob'] matches ['parcel', 'pack', 'packet', 'bundle'] is False
[' t', 'ubb', ' m', ' cob', ' res'] matches ['telephone', 'cell', 'cellphone', 'smartphone'] is False
[' ', ' d', ' t', ' l', ' g'] matches ['railroad'] is False
[' t', 'ubb', ' m', ' cob', ' res'] matches ['logical', 'coherent', 'reasonable', 'sane'] is False
[' t', 'ubb', ' m', ' cob', ' res'] matches ['stone'] is False
[' t', 'ubb', ' m', ' cob', ' res'] matches ['coast', 'strand', 'bank', 'beach', ''] is False
[' ', ' d', ' l', ' s', ' g'] matches ['serpent', 'ophidian'] is False
[' ', ' d', ' l', ' m', ' p'] matches ['couch', 'lounge'] is False
[' ', ' d', ' m', ' p', ' t'] matches ['partner', 'mate', 'better_half'] is False
[' t', 'ubb', ' m', ' cob', ' res'] matches ['manner', 'mode', 'fashion', 'way'] is False
[' ', ' d', ' t', ' l', ' c'] matches ['confectionery', 'dessert', 'confection'] is False
[' ', ' d', ' m', ' l', ' t'] matches ['scoundrel', 'rascal'] is False
[' ', ' d', ' t', ' m', ' l'] matches ['lexicon', 'wordbook', 'dictionary', 'glossary'] is False
synonyms - exact,50,458,623
[' afraid', ' scared', ' ', ' g', ' frightened'] matches ['terrified', 'horrified', 'scared', 'stiff', 'petrified', 'fearful', 'panicky'] is True
[' angry', ' upset', ' g', ' annoyed', ' mad'] matches ['furious', 'enraged', 'outraged', 'aggrivated', 'irate', 'seething'] is False
[' gossip', ' sed', 'c', ' sexually', ' hum'] matches ['beg', 'implore', 'pray', 'entreat', 'supplicate', 'insist'] is False
[' gossip', ' sed', 'c', ' hum', ' sexually'] matches ['awful', 'atrocious', 'abominable', 'dreadful', 'painful', 'terrible', 'unspeakable'] is False
[' bored', ' ', ' g', ' enjoy', ' delighted'] matches ['tedious', 'deadening', 'dull', 'ho-hum', 'irksome', 'tiresome', 'wearisome'] is False
[' ', ' g', ' happy', ' m', ' enjoy'] matches ['laugh', 'guffaw', 'chortle', 'guffaw', 'snicker', 'snigger', 'titter', 'roar'] is False
[' bored', ' delighted', ' annoyed', ' confused', ' angry'] matches ['lost', 'bewildered', 'trapped', 'desperate'] is False
[' ', ' enjoy', ' bored', ' g', ' happy'] matches ['ingenious', 'inventive', 'demiurgic', 'deviceful', 'innovational', 'innovative', 'innovatory', 'original', 'originative'] is False
[' gossip', ' sed', 'c', ' gir', ' hum'] matches ['scream', 'shriek', 'screech', 'screeching'] is False
[' g', ' ', ' d', ' m', ' enjoy'] matches ['feast', 'banquet', 'fiesta'] is False
[' enjoy', ' dislike', ' love', ' g', ' '] matches ['hate', 'abhor', 'detest', 'loathe', 'abominate', 'execrate', 'contemn', 'despise', 'scorn', 'disdain'] is False
[' ', ' g', ' d', ' m', ' enjoy'] matches ['sleep', 'slumber'] is False
[' ', ' g', ' d', ' m', ' enjoy'] matches ['rain', 'shower', 'raifall', 'deluge'] is False
[' g', ' happy', ' ', ' enjoy', ' be'] matches ['laugh', 'guffaw', 'chortle', 'guffaw', 'snicker', 'snigger', 'titter', 'roar'] is False
[' g', ' happy', ' ', ' angry', ' sad'] matches ['remorseful', 'sorrowful', 'unworthy'] is False
[' g', ' ', ' be', ' d', ' enjoy'] matches ['palace', 'castle'] is False
[' hungry', ' g', ' ', ' thirsty', ' d'] matches ['starving', 'famished', 'peckish', 'ravenous', 'starved'] is False
[' gossip', ' sed', 'c', ' hum', ' sexually'] matches ['exciting', 'exhilarant', 'exhilarating', 'exhilarative', 'eye-popping', 'inspiring', 'intoxicating', 'rousing', 'stimulating', 'stirring', 'arresting', 'interesting', 'intriguing', 'moving', 'provocative', 'heady', 'thrilling'] is False
[' ', ' enjoy', ' g', ' be', ' m'] matches ['enrage', 'incense', 'infuriate', 'ire', 'mad', 'madden', 'steam', 'umbrage'] is False
[' ', ' g', ' m', ' enjoy', ' happy'] matches ['run', 'scarper', 'flee', 'fly'] is False
[' gossip', ' sed', ' sexually', 'c', ' hum'] matches ['sea', 'ocean'] is False
[' gossip', ' sed', 'c', ' gir', ' sexually'] matches ['love', 'care', 'fond', 'crush', 'infatuate'] is False
[' gossip', ' sed', 'c', ' sexually', ' gir'] matches ['adore', 'fetishize', 'idolize', 'idolise', 'worship', 'hero-worship', 'revere'] is False
[' gossip', ' sed', ' gir', 'c', ' hum'] matches ['gorilla'] is False
[' ', ' g', ' enjoy', ' d', ' m'] matches ['sleep', 'slumber'] is False
[' gossip', ' sed', 'c', ' sexually', ' gir'] matches ['essential', 'indispensable', 'vital', 'required'] is False
[' gossip', ' sed', 'c', ' sexually', ' gir'] matches ['torment', 'torture', 'agony'] is False
[' ', ' g', ' d', ' m', ' j'] matches ['horse'] is False
[' ', ' g', ' enjoy', ' m', ' be'] matches ['afflicted', 'sick', 'ill', 'stricken'] is False
[' gossip', ' sed', 'c', ' gir', ' sexually'] matches ['deluge', 'shower'] is False
[' happy', ' g', ' sad', ' delighted', ' upset'] matches ['desparate', 'despondent', 'despairing', 'desponding', 'forlorn', 'hopeless', 'melancholy'] is False
[' gossip', ' sed', 'c', ' gir', ' sexually'] matches ['ocean'] is False
[' ', ' g', ' enjoy', ' m', ' d'] matches ['meal', 'eat'] is False
[' gossip', ' sed', ' hum', 'c', ' sexually'] matches ['immediately', 'promptly', 'straightaway'] is False
[' gossip', ' sed', 'c', ' sexually', ' hum'] matches ['powerful', 'forceful', 'super', 'potent'] is False
[' ', ' g', ' enjoy', ' m', ' d'] matches ['delicious', 'delectable', 'luscious', 'pleasant-tasting', 'scrumptious', 'toothsome', 'yummy', 'mouth-watering', 'ambrosial', 'heavenly'] is False
[' tired', ' bored', ' exhausted', ' excited', ' happy'] matches ['exhausted', 'drained'] is True
[' ', ' g', ' happy', ' be', ' unhappy'] matches ['tragic', 'woeful', 'grievous', 'wretched', 'miserable', 'awful', 'lamentable', 'regrettable', 'desperate', 'hopeless', 'disastrous'] is False
[' happy', ' unhappy', ' sad', ' delighted', ' upset'] matches ['miserable', 'suffering', 'wretched'] is False
[' gossip', ' sed', 'c', ' sexually', ' hum'] matches ['crave', 'hunger', 'thirst', 'starve', 'lust'] is False
[' gossip', ' sed', 'c', ' sexually', ' hum'] matches ['hot', 'fiery', 'flaming', 'heated', 'red-hot', 'sizzling', 'sensual', 'sultry', 'torrid', 'white-hot'] is False
synonyms - intensity,50,460,662
[' clothes', ' furniture', ' clothing', ' appliance', ' '] matches ['chair', 'seat', 'piece_of_furniture', 'article_of_furniture', 'furnishing', 'artifact', 'artefact', 'unit', 'object', 'physical_object', 'physical_entity', 'entity'] is False
[' clothes', ' appliance', ' clothing', ' item', ' device'] matches ['appliance', 'mixer', 'kitchen_utensil', 'utensil', 'implement', 'artifact', 'artefact', 'unit', 'object', 'physical_object', 'physical_entity', 'entity'] is True
[' clothes', ' clothing', ' item', ' cloth', ' article'] matches ['jewelry', 'band', 'strip', 'slip', 'artifact', 'artefact', 'unit', 'object', 'physical_object', 'physical_entity', 'entity', 'jewellery', 'adornment', 'decoration', 'ornament', 'ornamentation', 'artifact', 'artefact', 'unit', 'object', 'physical_object', 'physical_entity', 'entity'] is False
[' clothes', ' clothing', ' item', ' ', ' cloth'] matches ['jewelry', 'jewellery', 'adornment', 'decoration', 'ornament', 'ornamentation', 'artifact', 'artefact', 'unit', 'object', 'physical_object', ''] is False
[' ', ' ch', ' cl', ' m', ' g'] matches ['dessert', 'baked_goods', 'food', 'solid_food', 'course', 'nutriment', 'nourishment', 'nutrition', 'sustenance', 'aliment', 'alimentation', 'victuals', 'food', 'nutrient', 'substance', 'matter', 'physical_entity', 'entity'] is False
[' ', ' ch', ' cl', ' m', ' g'] matches ['device', 'machine', 'gadget', 'artifact', 'artefact', 'unit', 'object', 'physical_object', 'physical_entity', 'entity', 'expert', 'person', 'individual', 'someone', 'somebody', 'mortal', 'soul', 'causal_agent', 'cause', 'causal_agency', 'organism', 'being', 'physical_entity', 'living_thing', 'animate_thing', 'entity', 'unit', 'object', 'physical_object', ''] is False
[' clothes', ' clothing', ' cloth', ' item', ' '] matches ['pastry', 'bun', 'roll', 'bread', 'breadstuff', 'staff_of_life', 'baked_goods', 'starches', 'food', 'solid_food', 'foodstuff', 'food_product', 'solid', 'food', 'nutrient', 'matter', 'substance', 'physical_entity', 'entity'] is False
[' ', ' ch', ' cl', ' m', ' g'] matches ['tableware', 'crockery', 'dishware', 'ware', 'article', 'artifact', 'artefact', 'unit', 'object', 'physical_object', 'physical_entity', 'entity', 'container'] is False
[' clothes', ' clothing', ' cloth', ' garment', ' item'] matches ['fabric', 'cloth', 'material', 'textile', 'artifact', 'artefact', 'unit', 'object', 'physical_object', 'physical_entity', 'entity', 'garment', 'clothing', 'article_of_clothing', 'vesture', 'wear', 'wearable', 'habiliment', 'consumer_goods', 'covering', 'commodity', 'trade_good', 'good', 'artifact', 'artefact', 'unit', 'object', 'physical_object', 'physical_entity', 'entity'] is True
[' clothes', ' clothing', ' item', ' appliance', ' device'] matches ['toiletry', 'toilet_articles', 'artifact', 'artefact', 'unit', 'object', 'physical_object', 'physical_entity', 'entity'] is False
[' clothes', ' furniture', ' appliance', ' clothing', ' item'] matches ['furniture', 'table', 'piece_of_furniture', 'article_of_furniture', 'furnishing', 'artifact', 'artefact', 'unit', 'object', 'physical_object', 'physical_entity', 'entity'] is True
[' clothes', ' clothing', ' item', ' appliance', ' '] matches ['journal', 'writing', 'written_material', 'piece_of_writing', 'written_communication', 'written_language', 'black_and_white', 'communication', 'abstraction', 'abstract_entity', 'entity', 'journal', 'book', 'volume', 'product', 'production', 'creation', 'artifact', 'artefact', 'unit', 'object', 'physical_object', 'physical_entity', 'entity'] is False
[' appliance', ' clothes', ' device', ' kitchen', ' machine'] matches ['appliance', 'machine', 'entity', 'unit', 'object', 'physical_object', 'white_goods', 'home_appliance', 'household_appliance', 'durables', 'durable_goods', 'consumer_durables', 'consumer_goods', 'commodity', 'trade_good', 'good', 'artifact', 'artefact', 'unit', 'object', 'physical_object', 'physical_entity', 'entity'] is True
[' ', ' ch', ' cl', ' m', ' clothes'] matches ['clothes', 'garment', 'clothing', 'article_of_clothing', 'vesture', 'wear', 'wearable', 'habiliment', 'consumer_goods', 'covering', 'commodity', 'trade_good', 'good', 'artifact', 'artefact', 'unit', 'object', 'physical_object', 'physical_entity', 'entity', ''] is True
[' appliance', ' clothes', ' device', ' clothing', ' kitchen'] matches ['appliance', 'icebox', 'white_goods', 'home_appliance', 'household_appliance', 'appliance', 'durables', 'durable_goods', 'consumer_durables', 'consumer_goods', 'commodity', 'trade_good', 'good', 'artifact', 'artefact', 'unit', 'object', 'physical_object', 'physical_entity', 'entity'] is True
[' clothes', ' clothing', ' item', ' ', ' device'] matches ['fuel', 'hydrocarbon', 'substance', 'organic_compound', 'matter', 'compound', 'chemical_compound', 'physical_entity', 'chemical', 'chemical_substance', 'entity', 'material', 'stuff', 'substance', 'part', 'portion', 'component_part', 'component', 'constituent', 'relation', 'abstraction', 'abstract_entity'] is False
[' clothes', ' item', ' clothing', ' ', ' appliance'] matches ['citrus', 'citrus_fruit', 'citrous_fruit', 'fruit', 'edible_fruit', 'fruit', 'produce', 'green_goods', 'green_groceries', 'garden_truck', 'food', 'matter', 'natural_object', 'physical_entity', 'unit', 'entity', 'object', 'physical_object'] is False
[' clothes', ' clothing', ' item', ' appliance', ' '] matches ['sandwich', 'snack_food', 'dish', 'nutriment', 'nourishment', 'nutrition', 'sustenance', 'aliment', 'alimentation', 'victuals', 'food', 'nutrient', 'substance', 'matter', 'physical_entity', 'entity', 'beef', 'boeuf', 'meat', 'food', 'solid_food', 'solid', 'matter', 'physical_entity', 'entity'] is False
[' clothes', ' clothing', ' item', ' garment', ' cloth'] matches ['clothes', 'coat', 'overgarment', 'outer_garment', 'garment', 'clothing', 'article_of_clothing', 'vesture', 'wear', 'wearable', 'habiliment', 'consumer_goods', 'covering', 'commodity', 'trade_good', 'good', 'artifact', 'artefact', 'unit', 'object', 'physical_object', 'physical_entity', 'entity', ''] is True
[' clothes', ' clothing', ' cloth', ' ', ' garment'] matches ['trousers', 'pants', 'workwear', 'garment', 'clothing', 'clothes', 'article_of_clothing', 'vesture', 'wear', 'wearable', 'habiliment', 'consumer_goods', 'covering', 'commodity', 'trade_good', 'good', 'artifact', 'artefact', 'unit', 'object', 'physical_object', 'physical_entity', 'entity', ''] is True
[' clothes', ' appliance', ' device', ' clothing', ' item'] matches ['utensil', 'physical_entity', 'entity', 'unit', 'object', 'physical_object', 'squeezer', 'kitchen_utensil', 'implement', 'artifact', 'artefact', 'unit', 'object', 'physical_object', 'physical_entity', 'entity'] is False
[' clothes', ' clothing', ' item', ' ', ' garment'] matches ['citrus', 'citrus_fruit', 'citrous_fruit', 'fruit', 'edible_fruit', 'fruit', 'produce', 'green_goods', 'green_groceries', 'garden_truck', 'food', 'matter', 'natural_object', 'physical_entity', 'unit', 'entity', 'object', 'physical_object'] is False
[' clothes', ' clothing', ' item', ' ', ' article'] matches ['makeup', 'make-up', 'war_paint', 'cosmetic', 'toiletry', 'toilet_articles', 'artifact', 'artefact', 'unit', 'object', 'physical_object', 'physical_entity', 'entity'] is False
[' clothes', ' clothing', ' item', ' article', ' accessory'] matches ['jewelry', 'jewellery', 'adornment', 'decoration', 'ornament', 'ornamentation', 'artifact', 'artefact', 'unit', 'object', 'physical_object', 'physical_entity', 'entity'] is False
[' clothes', ' clothing', ' item', ' cloth', ' device'] matches ['book', 'volume', 'product', 'production', 'creation', 'artifact', 'artefact', 'unit', 'object', 'physical_object', 'physical_entity', 'entity', 'portable_computer', 'personal_computer', 'pc', 'microcomputer', 'digital_computer', 'computer', 'computing_machine', 'computing_device', 'data_processor', 'electronic_computer', 'information_processing_system', 'machine', 'device', 'artifact', 'artefact', 'unit', 'object', 'physical_object', 'physical_entity', 'entity'] is True
[' clothes', ' clothing', ' cloth', ' item', ' '] matches ['pad', 'pad_of_paper', 'tablet', 'paper', 'material', 'stuff', 'substance', 'matter', 'part', 'portion', 'component_part', 'component', 'constituent', 'physical_entity', 'relation', 'entity', 'abstraction', 'abstract_entity'] is False
[' clothes', ' clothing', ' item', ' cloth', ' '] matches ['food', 'dough', 'concoction', 'mixture', 'intermixture', 'foodstuff', 'food_product', 'food', 'nutrient', 'substance', 'matter', 'physical_entity', 'entity', 'baked_goods', 'solid_food', 'solid', 'matter', 'physical_entity', 'entity'] is False
[' clothes', ' clothing', ' item', ' ', ' cloth'] matches ['fruit', 'drupe', 'stone_fruit', 'edible_fruit', 'fruit', 'produce', 'green_goods', 'green_groceries', 'garden_truck', 'food', 'matter', 'natural_object', 'physical_entity', 'unit', 'entity', 'object', 'physical_object'] is False
[' ', ' ch', ' cl', ' m', ' g'] matches ['picture', 'image', 'representation', 'creation', 'artifact', 'artefact', 'unit', 'object', 'physical_object', 'physical_entity', 'entity'] is False
[' ', ' ch', ' cl', ' m', ' clothes'] matches ['pastry', 'baked_goods', 'food', 'solid_food', 'solid', 'matter', 'physical_entity', 'entity', 'indo-european', 'indo-european_language', 'indo-hittite', 'natural_language', 'tongue', 'language', 'linguistic_communication', 'communication', 'abstraction', 'abstract_entity', 'entity'] is False
[' clothes', ' clothing', ' item', ' ', ' cloth'] matches ['fruit', 'drupe', 'stone_fruit', 'edible_fruit', 'fruit', 'produce', 'green_goods', 'green_groceries', 'garden_truck', 'food', 'matter', 'natural_object', 'physical_entity', 'unit', 'entity', 'object', 'physical_object'] is False
[' clothes', ' item', ' clothing', ' ', ' cloth'] matches ['card', 'correspondence', 'first_class', '1st_class', 'first-class_mail', '1st-class_mail', 'written_communication', 'written_language', 'black_and_white', 'mail', 'communication', 'message', 'abstraction', 'abstract_entity', 'entity'] is False
[' clothes', ' item', ' clothing', ' article', ' device'] matches ['furniture', 'support', 'piece_of_furniture', 'article_of_furniture', 'furnishing', 'artifact', 'artefact', 'unit', 'object', 'physical_object', 'physical_entity', 'entity'] is True
[' ', ' ch', ' cl', ' m', ' clothes'] matches ['clothes', 'garment', 'clothing', 'garment', 'clothing', 'article_of_clothing', 'vesture', 'wear', 'wearable', 'habiliment', 'consumer_goods', 'covering', 'commodity', 'trade_good', 'good', 'artifact', 'artefact', 'unit', 'object', 'physical_object', 'physical_entity', 'entity', ''] is True
[' clothes', ' clothing', ' cloth', ' garment', ' dress'] matches ['clothes', 'garment', 'clothing', 'garment', 'clothing', 'article_of_clothing', 'vesture', 'wear', 'wearable', 'habiliment', 'consumer_goods', 'covering', 'commodity', 'trade_good', 'good', 'artifact', 'artefact', 'unit', 'object', 'physical_object', 'physical_entity', 'entity', ''] is True
[' clothes', ' furniture', ' clothing', ' item', ' '] matches ['furniture', 'seat', 'piece_of_furniture', 'article_of_furniture', 'furnishing', 'artifact', 'artefact', 'unit', 'object', 'physical_object', 'physical_entity', 'entity'] is True
[' clothes', ' device', ' item', ' clothing', ' appliance'] matches ['device', 'machine', 'artifact', 'artefact', 'unit', 'object', 'physical_object', 'physical_entity', 'entity'] is True
[' clothes', ' clothing', ' cloth', ' garment', ' item'] matches ['clothes', 'garment', 'clothing', 'article_of_clothing', 'vesture', 'wear', 'wearable', 'habiliment', 'consumer_goods', 'covering', 'commodity', 'trade_good', 'good', 'artifact', 'artefact', 'unit', 'object', 'physical_object', 'physical_entity', 'entity', ''] is True
[' appliance', ' clothes', ' device', ' item', ' clothing'] matches ['appliance', 'entity', 'unit', 'object', 'physical_object', 'kitchen_appliance', 'home_appliance', 'household_appliance', 'durables', 'durable_goods', 'consumer_durables', 'consumer_goods', 'commodity', 'trade_good', 'good', 'artifact', 'artefact', 'unit', 'object', 'physical_object', 'physical_entity', 'entity'] is True
[' ', ' ch', ' cl', ' m', ' g'] matches ['device', 'machine', 'receiver', 'receiving_system', 'set', 'electronic_equipment', 'equipment', 'artifact', 'artefact', 'unit', 'object', 'physical_object', 'physical_entity', 'entity', 'broadcasting', 'telecommunication', 'telecom', 'medium', 'artifact', 'artefact', 'unit', 'object', 'physical_object', 'physical_entity', 'entity'] is False
[' clothes', ' item', ' clothing', ' article', ' appliance'] matches ['jar', 'vessel', 'container', 'artifact', 'artefact', 'unit', 'object', 'physical_object', 'physical_entity', 'entity'] is False
hypernyms - misc,50,476,687
['\n', '...', ' ', ' (', ' Lounge'] matches ['pouch', 'backpack', 'knapsack', 'packsack', 'rucksack', 'haversack', 'beanbag', 'bladder', 'pouch', 'carryall', 'holdall', 'tote', 'tote', 'drawstring', 'dust', 'vacuum', 'envelope', 'gasbag', 'gamebag', 'golf', 'gunnysack', 'gunny', 'burlap', 'ice', 'mailbag', 'postbag', 'nosebag', 'feedbag', 'pannier', 'plastic', 'purse', 'ragbag', 'rosin', 'sachet', 'sack', 'poke', 'paper', 'carrier', 'saddlebag', 'sandbag', 'schoolbag', 'shopping', 'sick_bag', 'sickbag', 'skin', 'sleeping', 'sweat', 'tea', 'toilet', 'sponge', 'tool', 'tucker-bag'] is False
['\n', '...', ' ', ' (', ' Lounge'] matches ['ferry', 'ark', 'barge', 'flatboat', 'hoy', 'lighter', 'bumboat', 'canal_boat', 'narrow_boat', 'narrowboat', 'ferryboat', 'fireboat', 'gondola', 'guard_boat', 'gunboat', 'junk', 'longboat', 'lugger', 'mackinaw', 'mackinaw', 'mailboat', 'mail', 'packet', 'packet', 'motorboat', 'powerboat', 'pilot', 'police', 'punt', 'river_boat', 'scow', 'sea_boat', 'small_boat', 'steamboat', 'surfboat', 'tender_boat', 'pinnace', 'cutter_boat', 'tugboat', 'tug', 'towboat', 'tower_boat', 'motorboat', 'yacht', 'sail', 'row', 'canoe', 'kayak', 'paddle', 'paddle_boat'] is False
['\n', '...', ' ', ' (', ' Lounge'] matches ['paperback', 'album', 'folio', 'hardback', 'hardcover', 'journal', 'novel', 'order', 'paper-back', 'softback', 'soft-cover', 'picture', 'sketchbook', 'sketch', 'notebook'] is False
